event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
BGD28122,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Chittagong,"Cox's Bazar",Chakaria,Chakaria,21.7866,92.0783,2,"Prothom Alo",National,"On 5 August 2024, a mob vandalized the offices and establishments of Awami League leaders in Chakaria upazila (Cox's Bazar, Chittagong), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",0,"crowd size=no report",1723576773
BGD28123,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Rangpur,Panchagarh,Boda,Boda,26.1998,88.5552,2,"Prothom Alo",National,"On 5 August 2024, a mob vandalized the residences of Awami league leaders, including the Union Parishad chairman, in Boda upazila (Panchagarh, Rangpur), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",0,"crowd size=no report; local administrators",1723576773
BGD28125,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Rajshahi,Pabna,Bera,Bera,24.0782,89.6326,1,"Prothom Alo",National,"On 5 August 2024, a mob vandalized the residences of Awami League Deputy Speaker in Bera municipality, Bera upazila (Pabna, Rajshahi), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",0,"crowd size=no report",1723576773
BGD28127,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Chittagong,Bandarban,"Bandarban Sadar",Bandarban,22.1953,92.2195,1,"Prothom Alo",National,"On 5 August 2024, a mob vandalized the office of Awami League, and statue of Bangabandhu (founding leader) in Bandarban city, Bandarban Sadar (Chittagong), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",0,"crowd size=no report",1723576773
BGD28128,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,"Rioters (Bangladesh)","AL: Bangladesh Awami League; Hindu Group (Bangladesh)",Rioters,Rioters-Rioters,,50,"South Asia",Bangladesh,Khulna,Jessore,Bagherpara,Narikelbaria,23.2843,89.3504,1,"Prothom Alo",National,"On 5 August 2024, unidentified persons vandalized the house of the Narikelbaria Union Parishad (UP) Chairman from the Hindu community (and likely AL supporter based on political context), and other Hindu persons' houses, in Narikelbaria village (Jessore, Khulna), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement. They took one Hindu family hostage and looted valuables. Several hundred people attacked, and looted at least 25 shops, including 20 owned by Hindus in Narikelbaria market.",0,"crowd size=several 100; local administrators",1723576773
BGD28129,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Chittagong,Rangamati,Bagaichhari,Baghaichhari,23.1613,92.2763,2,"Prothom Alo",National,"On 5 August 2024, a mob vandalized the offices and establishments of Awami League leaders in Baghaichhari upazila (Bagaichhari, Rangamati, Chittagong), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",0,"crowd size=no report",1723576773
BGD28130,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Dhaka,Faridpur,Madhukhali,Bagat,23.5273,89.5887,1,"Prothom Alo",National,"On 5 August 2024, unidentified persons vandalized, looted and set alight shops belonging to the Hindu community in Bagat Bazar area of Bagat Union, Madhukhali upazila (Faridpur, Dhaka), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",0,"crowd size=no report",1723576773
BGD28131,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Dhaka,Faridpur,Madhukhali,Bagat,23.5273,89.5887,2,"Prothom Alo",National,"On 5 August 2024, unidentified persons vandalized and looted the house of Hindu school teacher in Sitarampur village of Bagat Union, Madhukhali upazila (Faridpur, Dhaka), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",0,"crowd size=no report",1723576773
BGD28132,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,"Civilians (Bangladesh)","Hindu Group (Bangladesh)",Civilians,Rioters-Civilians,"Civilian targeting",50,"South Asia",Bangladesh,Khulna,Jessore,Abhaynagar,Abhaynagar,23.028,89.4252,2,"Prothom Alo",National,"On 5 August 2024, an armed group of 10 to 12 people entered a Hindu household, assaulted members, and looted valuables in Jaikhola village of Abhaynagar Upazila (Jessore, Khulna), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement. 3 people inside the house were beaten.",0,"crowd size=10-12",1723576773
BGD28133,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Khulna,Jessore,Abhaynagar,Barandi,22.9549,89.3827,1,"Prothom Alo",National,"On 5 August 2024, a group of people attacked 5 Hindu houses, including the house of the AL member of Ward No. 6 of Payra Union Parishad and former chairman of Payra UP, and looted valuables in Barandi village under Abhaynagar upazila (Jassore, Khulna) amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",0,"crowd size=no report; local administrators",1723576773
BGD28134,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Khulna,Jessore,Abhaynagar,Dhopadi,23.0312,89.37,1,"Prothom Alo",National,"On 5 August 2024, a group of people attacked and looted a Hindu businessman's house in Dhopadi village (Jassore, Khulna) amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",0,"crowd size=no report",1723576773
BGD28135,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)","AL: Bangladesh Awami League",Rioters,"Rioters (Bangladesh)","BNP: Bangladesh Nationalist Party",Rioters,Rioters-Rioters,,50,"South Asia",Bangladesh,Khulna,Satkhira,"Satkhira Sadar",Mrigidanga,22.7536,88.9697,1,"Prothom Alo",National,"On 5 August 2024, members of Awami League and BNP clashed in Mrigadanga village, Sadar Upazila (Satkhira, Khulna), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement. Four persons, including two Awami League and two BNP members, were killed.",4,"crowd size=no report",1723576773
BGD28136,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,"Civilians (Bangladesh)","AL: Bangladesh Awami League; Civilians (Indonesia); Hindu Group (Bangladesh); Labor Group (Bangladesh)",Civilians,Rioters-Civilians,"Civilian targeting",50,"South Asia",Bangladesh,Khulna,Jessore,"Jessore Sadar",Jessore,23.1697,89.2137,1,"Dhaka Tribune; Prothom Alo",National,"On 5 August 2024, a mob set ablaze the Jabir International, a five-star hotel owned by Jessore district Awami League general secretary, in Jessore city (Khulna), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement. 24 persons were killed, including a labourer and an Indonesian national. 24 persons were rescued and admitted to the hospital in critical condition. A mob also attacked and vandalized several homes of the Hindu community with ramdas (machetes) and sticks located in the Bejpara area, while residents were inside, and looted commercial shops belonging to persons from the Hindu community, including AL members, on Railway Road.",24,"crowd size=no report",1723576773
BGD28143,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,"Civilians (Bangladesh)","AL: Bangladesh Awami League",Civilians,Rioters-Civilians,"Civilian targeting",50,"South Asia",Bangladesh,Rangpur,Lalmonirhat,"Lalmonirhat Sadar",Lalmonirhat,25.9171,89.4459,1,"Prothom Alo",National,"On 5 August 2024, a mob vandalized and set ablaze the Lalmonirhat District Awami League Joint General Secretary's house in Lalmonirhat city (Rangpur), during a victory procession after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement. They also vandalized and set ablaze the residence of Lalmonirhat-3 (Sadar) Constituency Member of Parliament and District Awami League General Secretary in the Ukilpara area.",6,"crowd size=no report",1723576773
BGD28146,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,"Civilians (Bangladesh)","Ahmadiyya Muslim Group (Bangladesh); AL: Bangladesh Awami League",Civilians,Rioters-Civilians,"Civilian targeting",50,"South Asia",Bangladesh,Rangpur,Panchagarh,"Panchagarh Sadar",Panchagarh,26.3334,88.5578,1,"Prothom Alo",National,"On 5 August 2024, unidentified persons attacked, vandalized, looted, and set ablaze various structures, including around half a hundred houses, of the Ahmadiyya community, including of AL leaders, in Ahmednagar and Shalshiri areas on the outskirts of Panchagarh city (Panchagarh city, Rangpur), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement. At least 20 people in the Ahmadiyya community were injured in their attack.",0,"crowd size=no report",1723576773
BGD28148,"05 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)",,Rioters,"Civilians (Bangladesh)","AL: Bangladesh Awami League",Civilians,Rioters-Civilians,,50,"South Asia",Bangladesh,Rangpur,Dinajpur,Hakimpur,Hakimpur,25.2826,89.0191,1,"Prothom Alo",National,"On 5 August 2024, demonstrators set ablaze the house of the Municipal Mayor (AL) in Hakimpur town (Dinajpur, Rangpur), amid ongoing demonstrations demanding resignation of the Prime Minister for deaths during the quota reform movement. Two persons trapped inside the building died.",2,"crowd size=no report; local administrators",1723576773
BGD28153,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Mymensingh,Sherpur,"Sherpur Sadar",Sherpur,25.0188,90.0175,1,"Dhaka Tribune",National,"On 5 August 2024, a mob, using sticks and local weapons, vandalized and set fire to Sherpur district jail, in Sherpur town, Sherpur Sadar (Mymensingh), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement. Police fired gunshots when the mob tried to enter the police station. At least 500 prisoners escaped during the incident. Several other government establishments, including local government offices, in the area were set on fire.",0,"crowd size=no report; local administrators",1723576773
BGD28267,"05 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh)",Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Dhaka,Dhaka,Dhanmondi,"Dhaka - Dhanmondi",23.7435,90.3737,1,"Dhaka Tribune",National,"On 5 August 2024, anti-quota student demonstrators set fire to Bangabandhu Memorial Museum and district Awami League office in Dhaka - Dhanmondi (Dhanmondi), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",0,"crowd size=no report",1723576773
BGD28293,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,"Civilians (Bangladesh)","AL: Bangladesh Awami League",Civilians,Rioters-Civilians,"Civilian targeting",50,"South Asia",Bangladesh,Rajshahi,Natore,"Natore Sadar",Natore,24.4111,88.9867,1,"Prothom Alo",National,"On 5 August 2024, people set alight the house of Member of Parliament of Natore-2 Constituency (AL) in Natore city (Khulna), following the resignation of PM, amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement. 4 dead bodies were recovered from the house, which was burned.",4,"crowd size=no report",1723576773
